Nitrogen,Phosphorous,Potassium,Temperature,Humidity,Moisture,Soil Type,Crop Type,Fertilizer Name
89,44,199,23.3,72.4,45.3,Black,Tobacco,DAP
123,36,148,31.2,41.6,36.4,Black,Tobacco,DAP
21,124,172,26.2,17.7,49.7,Loamy,Maize,10-26-26
67,144,197,16.8,42.8,52.3,Black,Sugarcane,20-20
73,84,119,44.4,73.8,40.1,Sandy,Oil seeds,14-35-14
65,52,8,44.6,93.7,57.2,Loamy,Pulses,14-35-14
68,51,72,38.7,57.4,35.6,Clayey,Millets,Urea
110,5,185,38.1,73.9,51.0,Black,Wheat,DAP
129,94,60,26.0,86.5,58.9,Clayey,Maize,28-28
4,136,184,37.6,83.7,15.6,Loamy,Oil seeds,14-35-14
117,4,160,23.8,35.1,17.8,Red,Ground Nuts,DAP
38,124,26,34.4,61.9,29.1,Red,Paddy,10-26-26
86,67,10,16.2,51.5,40.1,Loamy,Pulses,14-35-14
36,120,29,31.1,84.5,28.9,Black,Oil seeds,14-35-14
54,64,159,32.0,62.7,20.9,Black,Cotton,14-35-14
118,29,17,21.5,69.5,16.7,Sandy,Paddy,DAP
113,21,19,28.1,16.4,18.3,Red,Sugarcane,DAP
19,82,63,43.1,44.1,29.0,Sandy,Paddy,17-17-17
79,57,56,31.3,55.7,56.1,Sandy,Ground Nuts,14-35-14
36,5,204,22.1,80.2,11.0,Red,Pulses,DAP
136,17,14,30.1,69.0,42.0,Loamy,Oil seeds,DAP
52,129,20,43.5,86.4,23.8,Red,Wheat,28-28
71,60,20,31.0,15.9,41.0,Loamy,Sugarcane,20-20
112,119,39,17.0,27.7,58.2,Sandy,Maize,28-28
137,35,138,35.7,68.1,36.2,Red,Oil seeds,14-35-14
133,111,51,20.1,34.4,57.9,Sandy,Oil seeds,14-35-14
7,98,50,29.4,77.9,34.1,Red,Ground Nuts,14-35-14
30,139,175,38.7,73.7,35.8,Red,Ground Nuts,14-35-14
76,11,58,21.4,30.1,27.9,Clayey,Tobacco,DAP
79,16,42,32.1,41.4,30.9,Loamy,Sugarcane,DAP
131,43,64,19.3,25.0,58.0,Clayey,Millets,Urea
81,23,38,26.3,70.6,21.2,Black,Pulses,DAP
67,36,82,26.6,18.5,33.9,Sandy,Tobacco,28-28
122,117,46,36.3,19.0,13.0,Black,Oil seeds,14-35-14
51,42,66,23.6,74.6,28.7,Sandy,Maize,28-28
78,84,20,20.9,21.3,30.3,Black,Cotton,Urea
122,86,201,24.3,72.9,27.2,Black,Barley,28-28
97,71,162,26.4,42.9,24.5,Clayey,Millets,Urea
84,8,49,42.0,44.1,11.5,Clayey,Sugarcane,DAP
14,108,31,39.6,64.6,26.1,Black,Sugarcane,28-28
40,25,47,34.9,52.5,58.6,Sandy,Wheat,DAP
108,2,61,36.0,61.1,11.5,Loamy,Oil seeds,DAP
135,122,101,32.6,25.9,52.6,Sandy,Wheat,28-28
39,26,73,32.7,84.0,30.4,Black,Pulses,DAP
28,26,194,25.7,60.9,26.7,Loamy,Sugarcane,Urea
130,41,12,42.7,74.2,11.5,Loamy,Sugarcane,20-20
137,24,189,32.1,89.7,51.2,Loamy,Oil seeds,DAP
12,134,161,25.8,76.3,34.8,Loamy,Pulses,14-35-14
82,40,163,22.4,32.0,10.2,Red,Wheat,DAP
78,42,179,44.0,65.9,50.7,Clayey,Maize,10-26-26
77,6,159,33.7,58.3,31.7,Red,Millets,DAP
24,52,156,32.7,87.9,54.8,Sandy,Maize,10-26-26
2,34,182,28.0,30.0,29.2,Red,Maize,Urea
95,17,125,20.9,22.4,44.5,Red,Ground Nuts,DAP
17,71,154,40.0,74.3,14.4,Clayey,Ground Nuts,14-35-14
79,105,10,26.6,57.8,57.3,Clayey,Wheat,28-28
32,23,196,15.6,54.7,48.4,Loamy,Barley,DAP
4,12,82,36.9,38.8,12.8,Sandy,Paddy,Urea
68,142,71,42.5,93.6,46.4,Loamy,Paddy,17-17-17
126,127,69,28.8,92.0,53.6,Black,Maize,28-28
85,5,173,26.4,27.5,30.8,Black,Ground Nuts,DAP
46,30,101,19.5,75.0,45.6,Red,Sugarcane,DAP
88,36,168,44.0,90.4,49.7,Clayey,Millets,Urea
90,55,77,39.6,83.1,40.7,Clayey,Paddy,20-20
32,92,111,19.4,27.4,19.7,Sandy,Paddy,10-26-26
8,20,128,45.0,58.2,18.4,Red,Barley,Urea
87,127,82,27.3,77.6,55.0,Red,Sugarcane,20-20
74,100,140,17.8,57.0,45.4,Clayey,Maize,10-26-26
138,38,25,26.4,84.4,59.7,Loamy,Millets,20-20
21,121,2,41.8,27.1,19.6,Loamy,Cotton,28-28
111,86,17,37.1,63.0,43.5,Red,Tobacco,20-20
140,31,82,38.8,79.6,47.0,Red,Barley,DAP
13,135,34,20.6,58.8,52.9,Sandy,Barley,28-28
65,80,76,20.9,71.5,53.0,Clayey,Maize,28-28
85,100,177,43.9,70.8,56.1,Red,Tobacco,10-26-26
137,129,81,29.7,42.4,46.0,Sandy,Paddy,20-20
31,53,95,21.2,68.4,31.3,Sandy,Oil seeds,14-35-14
45,32,195,29.6,60.2,34.2,Sandy,Maize,DAP
101,139,66,25.0,88.0,57.3,Loamy,Tobacco,17-17-17
109,79,141,43.6,71.7,25.5,Sandy,Ground Nuts,14-35-14
48,8,166,21.7,64.9,44.9,Loamy,Paddy,DAP
21,4,129,32.9,86.8,21.6,Loamy,Paddy,Urea
86,45,82,22.9,70.3,45.0,Red,Cotton,14-35-14
25,87,50,26.4,32.7,47.2,Sandy,Paddy,10-26-26
30,110,60,23.6,53.1,47.4,Clayey,Barley,28-28
75,61,153,25.8,55.3,55.2,Red,Tobacco,20-20
21,129,6,45.0,80.6,34.2,Clayey,Tobacco,Urea
72,70,196,34.0,66.2,34.0,Black,Barley,28-28
49,74,137,31.0,99.5,32.3,Sandy,Sugarcane,20-20
27,129,60,22.4,63.9,46.0,Clayey,Paddy,20-20
58,48,59,19.8,36.1,35.2,Red,Pulses,14-35-14
46,43,157,24.8,29.7,50.5,Loamy,Paddy,14-35-14
52,39,187,17.1,42.0,14.4,Red,Barley,DAP
35,42,106,21.3,81.5,15.5,Loamy,Pulses,14-35-14
101,89,161,18.4,91.8,32.3,Black,Tobacco,10-26-26
53,88,94,26.2,26.1,36.7,Loamy,Sugarcane,20-20
4,119,114,28.1,48.9,21.6,Sandy,Cotton,14-35-14
129,20,114,42.4,89.6,17.5,Black,Pulses,DAP
8,118,49,35.5,71.2,31.3,Clayey,Pulses,14-35-14
36,47,149,35.5,18.8,28.1,Loamy,Pulses,14-35-14
47,36,168,27.3,29.7,40.7,Black,Cotton,28-28
19,102,96,29.7,70.2,12.0,Sandy,Tobacco,14-35-14
57,130,7,37.4,36.1,57.7,Sandy,Millets,Urea
100,65,178,40.8,77.2,56.2,Sandy,Paddy,14-35-14
138,17,90,37.7,88.8,18.7,Sandy,Millets,DAP
120,121,183,19.3,95.6,59.3,Red,Tobacco,10-26-26
136,91,140,40.6,42.2,13.4,Loamy,Paddy,10-26-26
37,25,165,34.4,72.0,53.6,Loamy,Cotton,DAP
24,18,165,44.8,21.6,36.0,Loamy,Ground Nuts,Urea
26,111,89,22.7,45.6,57.3,Sandy,Pulses,14-35-14
10,67,120,22.8,84.2,23.3,Sandy,Pulses,14-35-14
120,124,147,34.3,89.7,50.1,Black,Barley,28-28
131,75,88,23.0,87.9,26.5,Loamy,Maize,28-28
13,118,1,19.9,22.8,12.2,Sandy,Maize,28-28
96,126,197,38.6,22.1,58.7,Red,Sugarcane,20-20
120,66,115,17.2,46.2,26.8,Loamy,Wheat,28-28
76,101,11,17.9,85.0,52.0,Red,Barley,28-28
101,42,59,23.1,57.9,26.8,Loamy,Oil seeds,14-35-14
22,27,115,29.5,93.1,35.0,Black,Ground Nuts,Urea
92,123,188,17.8,64.4,49.5,Clayey,Millets,20-20
4,81,118,33.6,58.2,15.7,Red,Pulses,14-35-14
24,6,193,25.6,56.3,14.6,Clayey,Oil seeds,Urea
13,142,84,39.7,41.7,39.8,Loamy,Barley,28-28
81,43,179,34.2,68.1,45.4,Red,Barley,DAP
71,132,77,22.0,85.6,54.5,Sandy,Sugarcane,20-20
58,108,39,21.8,96.4,14.4,Loamy,Ground Nuts,14-35-14
37,71,55,30.5,35.4,40.3,Red,Wheat,28-28
106,61,22,31.2,27.7,39.5,Sandy,Tobacco,20-20
64,107,79,33.5,46.4,38.3,Black,Maize,28-28
53,76,41,33.3,50.4,56.0,Loamy,Oil seeds,14-35-14
22,14,184,43.3,70.2,36.6,Sandy,Oil seeds,Urea
3,130,18,30.3,38.3,24.2,Red,Wheat,28-28
101,75,156,16.0,64.4,49.1,Red,Cotton,14-35-14
21,67,202,23.2,33.1,26.6,Loamy,Wheat,28-28
74,16,50,44.4,99.2,27.8,Sandy,Millets,DAP
51,53,57,36.7,16.7,14.9,Clayey,Cotton,17-17-17
30,101,131,44.3,96.1,49.7,Loamy,Wheat,28-28
25,59,127,23.8,40.0,31.2,Black,Cotton,DAP
62,119,185,40.0,23.6,58.7,Sandy,Pulses,14-35-14
139,47,203,17.9,50.1,36.2,Sandy,Sugarcane,20-20
67,93,148,20.9,20.2,12.3,Loamy,Sugarcane,20-20
132,49,189,31.3,44.3,52.5,Clayey,Millets,20-20
44,73,204,35.1,69.2,57.5,Loamy,Tobacco,17-17-17
131,99,15,32.8,64.6,39.0,Red,Tobacco,28-28
75,41,94,32.8,71.7,22.7,Clayey,Wheat,DAP
18,96,44,29.1,51.4,26.8,Clayey,Cotton,17-17-17
112,70,13,21.4,44.0,18.7,Red,Maize,28-28
37,27,32,28.7,29.1,33.2,Sandy,Oil seeds,DAP
131,118,9,18.9,16.7,23.7,Clayey,Paddy,10-26-26
135,26,163,29.0,62.9,32.6,Loamy,Tobacco,DAP
115,128,147,18.4,47.7,47.0,Red,Pulses,14-35-14
93,63,20,18.1,59.0,43.8,Red,Barley,28-28
99,80,26,19.3,37.8,57.3,Loamy,Cotton,DAP
45,126,70,22.9,63.1,36.7,Black,Barley,28-28
61,62,55,30.0,39.1,35.8,Sandy,Pulses,14-35-14
104,73,134,44.8,92.1,44.4,Red,Cotton,14-35-14
65,66,99,24.4,98.2,47.9,Clayey,Maize,28-28
102,107,11,29.5,45.6,23.6,Red,Barley,28-28
65,77,54,34.1,44.7,12.6,Red,Wheat,28-28
132,4,190,20.3,26.7,38.7,Sandy,Paddy,DAP
99,52,75,16.9,65.1,43.5,Black,Sugarcane,20-20
124,28,2,44.5,85.8,30.7,Black,Pulses,DAP
5,48,142,33.7,55.7,18.8,Black,Wheat,DAP
123,67,134,26.2,17.5,21.6,Black,Ground Nuts,14-35-14
40,49,66,29.0,69.7,33.3,Clayey,Wheat,DAP
21,16,111,24.9,85.4,34.4,Loamy,Millets,Urea
120,132,129,38.6,31.3,41.9,Black,Tobacco,28-28
4,60,55,32.0,50.5,33.1,Loamy,Oil seeds,14-35-14
63,138,61,41.9,34.3,13.8,Red,Barley,28-28
9,143,11,38.9,59.7,34.0,Loamy,Ground Nuts,14-35-14
71,49,204,28.6,79.4,45.3,Black,Ground Nuts,14-35-14
73,128,84,42.8,70.3,42.9,Sandy,Cotton,14-35-14
72,79,167,39.8,70.6,25.0,Clayey,Tobacco,Urea
97,87,202,37.9,20.8,39.5,Black,Millets,Urea
67,12,188,39.8,24.5,41.1,Black,Wheat,DAP
102,46,151,29.5,27.1,28.2,Black,Oil seeds,14-35-14
112,65,53,17.5,32.7,48.2,Loamy,Tobacco,17-17-17
29,62,23,43.7,29.0,36.9,Clayey,Ground Nuts,14-35-14
11,60,104,25.3,58.8,23.0,Sandy,Sugarcane,10-26-26
67,30,69,18.8,46.5,37.0,Sandy,Oil seeds,DAP
62,23,63,41.5,89.0,11.7,Loamy,Millets,DAP
92,64,118,21.2,60.8,18.9,Red,Pulses,14-35-14
19,83,152,21.6,76.7,27.8,Black,Wheat,28-28
65,120,8,44.2,17.7,14.7,Red,Oil seeds,14-35-14
28,97,173,35.6,82.9,23.3,Loamy,Sugarcane,10-26-26
31,65,58,37.7,81.1,10.7,Clayey,Oil seeds,14-35-14
58,29,10,17.4,64.6,10.9,Red,Ground Nuts,DAP
30,62,182,31.2,36.5,18.1,Black,Oil seeds,14-35-14
17,78,33,33.8,47.9,18.1,Loamy,Wheat,28-28
23,76,94,24.4,21.8,27.4,Loamy,Millets,Urea
5,84,113,38.7,42.6,19.0,Sandy,Paddy,20-20
18,130,130,44.5,20.2,32.3,Black,Millets,Urea
98,99,103,41.2,82.9,47.7,Sandy,Millets,20-20
27,80,81,31.7,90.5,39.7,Clayey,Paddy,Urea
117,119,62,25.4,88.9,16.5,Sandy,Wheat,28-28
82,5,192,37.4,91.8,29.8,Red,Oil seeds,DAP
1,31,149,44.2,20.9,33.0,Sandy,Cotton,Urea
140,60,63,26.3,40.2,32.5,Clayey,Tobacco,17-17-17
31,138,17,34.8,93.7,24.0,Clayey,Pulses,14-35-14
129,42,96,18.0,33.0,48.3,Black,Wheat,DAP
112,103,130,34.6,17.9,24.6,Red,Wheat,28-28
121,114,53,39.8,72.2,33.6,Loamy,Sugarcane,20-20
116,22,201,43.5,60.1,39.0,Clayey,Ground Nuts,DAP
105,128,38,26.9,45.4,24.2,Clayey,Maize,28-28
123,108,71,31.4,80.5,29.8,Red,Ground Nuts,14-35-14
5,65,68,31.6,51.4,45.7,Loamy,Sugarcane,17-17-17
30,118,125,35.8,52.2,36.2,Loamy,Millets,Urea
52,86,198,20.0,46.5,13.5,Sandy,Pulses,14-35-14
3,123,178,41.4,60.5,26.1,Black,Wheat,28-28
29,134,51,34.4,31.6,44.7,Loamy,Ground Nuts,14-35-14
102,52,104,41.0,71.9,18.5,Red,Sugarcane,20-20
90,139,150,16.0,44.9,52.4,Black,Sugarcane,20-20
73,143,106,16.9,66.8,32.4,Red,Paddy,20-20
8,5,144,30.0,44.4,56.7,Red,Millets,Urea
128,62,124,35.3,57.6,17.3,Loamy,Ground Nuts,14-35-14
53,101,88,34.6,43.4,19.3,Red,Tobacco,10-26-26
109,4,172,34.2,84.5,11.6,Black,Wheat,DAP
30,3,193,38.8,46.0,49.5,Loamy,Cotton,17-17-17
72,60,125,42.5,44.0,38.1,Clayey,Maize,10-26-26
1,7,50,37.9,68.4,50.8,Red,Barley,Urea
139,113,196,29.0,19.9,20.5,Sandy,Barley,28-28
75,109,91,27.4,15.7,21.7,Clayey,Pulses,14-35-14
5,131,90,22.5,83.9,16.4,Clayey,Pulses,14-35-14
6,87,85,34.0,18.5,58.6,Black,Oil seeds,14-35-14
85,0,119,25.9,16.4,58.7,Red,Ground Nuts,DAP
119,111,30,34.1,30.4,38.9,Loamy,Wheat,28-28
17,105,192,41.4,26.9,54.3,Loamy,Millets,20-20
37,79,152,26.8,52.8,47.0,Red,Pulses,14-35-14
139,7,121,39.4,46.1,33.3,Sandy,Oil seeds,DAP
129,28,56,34.6,50.7,58.7,Red,Maize,DAP
1,123,202,21.9,67.8,12.0,Clayey,Sugarcane,10-26-26
113,73,203,39.0,29.7,38.3,Loamy,Pulses,14-35-14
56,71,68,31.6,66.4,33.5,Sandy,Millets,Urea
86,104,76,31.9,86.5,48.0,Red,Pulses,14-35-14
120,14,74,29.2,92.4,47.0,Black,Pulses,DAP
89,5,132,25.0,26.2,24.1,Clayey,Ground Nuts,DAP
67,40,69,44.1,89.4,22.5,Sandy,Wheat,DAP
106,87,183,39.6,76.3,44.5,Red,Barley,28-28
62,8,198,37.8,50.6,13.7,Red,Oil seeds,DAP
69,71,64,23.8,16.8,47.2,Black,Cotton,DAP
78,19,41,24.6,56.2,13.8,Sandy,Tobacco,DAP
77,23,25,32.0,28.0,13.5,Clayey,Barley,DAP
54,2,75,40.1,49.9,23.0,Black,Oil seeds,DAP
87,39,147,44.7,31.5,58.0,Clayey,Maize,10-26-26
43,80,199,35.8,64.7,25.3,Sandy,Millets,Urea
16,89,205,16.5,53.9,51.8,Red,Pulses,14-35-14
75,19,190,26.1,62.3,57.4,Black,Ground Nuts,DAP
29,0,53,23.6,60.5,54.3,Loamy,Cotton,Urea
16,7,68,40.3,36.8,27.9,Loamy,Oil seeds,Urea
98,123,147,18.7,52.0,12.4,Black,Paddy,17-17-17
96,29,29,28.9,82.9,26.6,Clayey,Wheat,DAP
140,124,79,23.8,74.8,44.2,Clayey,Cotton,14-35-14
8,45,93,24.8,21.9,20.5,Sandy,Millets,Urea
112,137,195,41.7,99.5,30.8,Clayey,Sugarcane,20-20
84,105,143,27.8,53.1,24.8,Red,Millets,20-20
26,118,99,38.7,49.5,35.0,Loamy,Pulses,14-35-14
83,6,195,28.9,66.3,45.7,Sandy,Pulses,DAP
51,12,33,30.1,77.6,23.6,Clayey,Maize,DAP
4,85,72,37.3,28.2,44.4,Loamy,Tobacco,17-17-17
65,30,50,43.5,97.0,11.4,Loamy,Maize,DAP
40,128,53,43.1,37.6,41.9,Sandy,Barley,28-28
28,124,182,41.9,47.7,34.0,Clayey,Oil seeds,14-35-14
49,122,181,35.5,43.1,56.8,Clayey,Tobacco,10-26-26
109,109,54,33.3,84.3,27.9,Sandy,Tobacco,28-28
86,64,110,39.4,99.4,11.5,Red,Wheat,28-28
17,76,43,18.7,46.6,23.1,Black,Maize,28-28
49,122,16,22.2,68.6,52.7,Black,Oil seeds,14-35-14
114,3,149,30.0,92.5,46.5,Sandy,Maize,DAP
55,62,102,15.6,57.7,42.7,Loamy,Tobacco,17-17-17
122,115,185,35.0,98.8,17.7,Black,Sugarcane,20-20
129,110,19,26.6,38.6,45.3,Clayey,Cotton,28-28
60,59,116,43.2,98.3,52.0,Red,Barley,28-28
135,132,95,21.0,83.8,14.2,Clayey,Pulses,14-35-14
25,20,99,35.2,30.0,43.4,Red,Pulses,Urea
139,63,122,28.0,52.7,28.0,Black,Ground Nuts,14-35-14
2,100,31,15.6,19.2,39.9,Clayey,Ground Nuts,14-35-14
60,7,11,42.0,74.3,58.3,Black,Oil seeds,DAP
140,88,63,37.3,61.2,38.7,Black,Oil seeds,14-35-14
22,135,16,35.3,70.3,44.8,Loamy,Oil seeds,14-35-14
120,55,52,37.8,84.0,36.1,Black,Ground Nuts,14-35-14
98,28,51,31.0,58.3,24.3,Loamy,Sugarcane,DAP
79,143,196,17.1,78.0,38.1,Loamy,Oil seeds,14-35-14
43,31,22,20.0,42.0,49.6,Black,Paddy,DAP
9,110,36,31.1,89.2,12.5,Red,Paddy,10-26-26
7,31,48,44.3,32.5,56.8,Red,Pulses,Urea
95,62,193,28.6,20.1,54.6,Loamy,Cotton,DAP
38,138,35,43.2,17.5,10.7,Clayey,Millets,Urea
128,6,47,28.5,15.2,50.2,Clayey,Pulses,DAP
65,30,38,35.5,23.7,33.4,Black,Cotton,DAP
96,97,191,34.0,72.0,17.4,Loamy,Millets,Urea
4,74,44,28.8,63.1,39.5,Loamy,Tobacco,17-17-17
117,103,175,17.8,55.9,17.6,Loamy,Ground Nuts,14-35-14
34,55,142,36.9,63.8,26.0,Black,Maize,10-26-26
109,133,154,30.5,28.5,50.3,Black,Wheat,28-28
50,59,71,19.5,50.0,16.6,Sandy,Barley,28-28
76,6,64,15.4,89.7,57.7,Sandy,Tobacco,DAP
46,90,28,23.6,87.3,39.8,Black,Oil seeds,14-35-14
16,126,50,24.3,71.9,35.4,Clayey,Barley,28-28
52,140,89,35.0,44.0,25.2,Black,Oil seeds,14-35-14
69,15,12,37.8,40.8,45.1,Loamy,Maize,DAP
46,78,41,23.6,44.3,20.7,Clayey,Cotton,14-35-14
38,134,38,32.9,24.8,58.9,Black,Cotton,10-26-26
112,136,60,22.2,39.9,25.0,Black,Wheat,28-28
74,134,81,18.4,45.8,28.2,Loamy,Maize,28-28
88,77,179,34.9,96.3,39.4,Black,Wheat,28-28
131,138,18,44.4,45.0,15.4,Clayey,Wheat,28-28
88,19,69,44.0,21.3,50.9,Clayey,Tobacco,DAP
103,110,193,30.7,56.4,22.5,Red,Oil seeds,14-35-14
9,88,173,29.1,75.7,32.5,Black,Cotton,10-26-26
57,135,1,31.3,60.1,43.5,Black,Barley,28-28
55,42,72,25.8,60.5,30.3,Red,Tobacco,10-26-26
36,61,205,27.6,82.8,24.0,Clayey,Paddy,14-35-14
136,15,94,30.8,97.1,24.1,Clayey,Sugarcane,DAP
129,39,157,16.7,32.0,30.4,Loamy,Wheat,DAP
60,113,43,32.0,14.5,20.5,Clayey,Paddy,20-20
89,138,122,37.6,46.6,42.0,Sandy,Tobacco,20-20
21,89,181,16.6,82.4,41.3,Loamy,Cotton,10-26-26
50,101,113,34.7,47.1,60.0,Sandy,Millets,Urea
103,42,58,31.9,64.2,38.8,Sandy,Millets,Urea
136,41,156,42.4,69.3,43.7,Clayey,Ground Nuts,14-35-14
138,101,53,23.9,91.2,41.0,Black,Maize,28-28
36,117,181,40.1,55.5,55.1,Sandy,Pulses,14-35-14
29,112,78,42.4,74.9,43.9,Sandy,Cotton,14-35-14
21,76,164,19.1,65.7,35.9,Clayey,Oil seeds,14-35-14
62,124,192,41.2,83.4,49.3,Red,Paddy,10-26-26
118,118,151,33.8,78.7,31.9,Loamy,Tobacco,17-17-17
5,19,183,29.0,71.4,34.7,Loamy,Pulses,Urea
7,13,130,42.6,94.0,32.1,Red,Maize,Urea
43,7,23,42.9,16.0,56.1,Loamy,Millets,DAP
24,43,174,44.8,33.6,23.2,Black,Paddy,17-17-17
39,77,188,40.2,63.4,57.9,Black,Sugarcane,20-20
38,79,163,18.3,20.4,28.7,Red,Ground Nuts,14-35-14
69,131,20,32.3,72.3,38.2,Loamy,Ground Nuts,14-35-14
16,72,174,21.8,56.7,32.9,Loamy,Millets,Urea
0,40,72,42.3,40.0,47.7,Black,Oil seeds,14-35-14
41,103,10,35.0,77.5,47.1,Black,Ground Nuts,14-35-14
107,73,179,40.2,91.7,57.2,Black,Wheat,28-28
21,18,13,18.9,27.3,24.5,Clayey,Wheat,Urea
54,11,192,26.5,46.4,21.9,Black,Pulses,DAP
135,88,41,22.3,15.5,27.3,Sandy,Wheat,28-28
45,20,176,27.3,50.5,43.3,Loamy,Tobacco,DAP
54,44,148,24.1,88.3,48.4,Black,Tobacco,10-26-26
90,3,120,17.2,42.5,34.8,Red,Barley,DAP
51,7,104,18.5,33.4,23.1,Red,Maize,DAP
33,131,196,18.8,41.6,30.0,Loamy,Ground Nuts,14-35-14
122,72,85,22.3,21.2,52.1,Clayey,Paddy,10-26-26
136,96,122,44.3,89.8,53.6,Clayey,Ground Nuts,14-35-14
64,84,158,30.0,27.8,54.3,Sandy,Wheat,28-28
54,135,189,31.3,54.0,49.4,Clayey,Oil seeds,14-35-14
93,133,34,29.3,20.6,34.8,Sandy,Sugarcane,20-20
105,39,42,22.8,85.1,30.9,Red,Pulses,14-35-14
55,77,117,35.0,63.9,42.4,Black,Ground Nuts,14-35-14
27,15,86,19.3,44.7,13.4,Sandy,Paddy,Urea
0,65,114,42.6,51.6,57.1,Loamy,Wheat,28-28
71,85,103,28.6,81.2,11.7,Clayey,Paddy,DAP
101,137,160,40.4,85.1,55.4,Sandy,Wheat,28-28
82,23,50,27.1,100.0,24.1,Sandy,Pulses,DAP
120,10,71,21.5,68.1,13.1,Black,Ground Nuts,DAP
79,71,199,33.9,18.3,24.5,Clayey,Wheat,28-28
29,4,17,25.7,47.2,16.1,Red,Maize,Urea
111,104,122,23.8,53.7,51.2,Black,Oil seeds,14-35-14
3,0,69,22.8,54.2,48.9,Black,Paddy,Urea
30,78,54,36.1,89.3,57.2,Clayey,Paddy,14-35-14
5,140,204,20.2,60.9,26.7,Sandy,Barley,28-28
58,51,145,33.5,75.5,44.3,Black,Maize,10-26-26
128,101,70,35.2,35.9,12.8,Loamy,Barley,28-28
98,111,143,30.5,45.1,50.9,Sandy,Oil seeds,14-35-14
98,53,53,33.9,21.8,58.6,Sandy,Paddy,14-35-14
69,65,182,16.2,16.8,33.2,Sandy,Sugarcane,20-20
61,108,170,30.0,84.6,30.6,Sandy,Pulses,14-35-14
100,95,172,24.9,68.2,35.3,Clayey,Pulses,14-35-14
114,76,31,16.0,67.9,46.4,Black,Pulses,14-35-14
47,69,34,39.0,40.6,25.6,Clayey,Cotton,14-35-14
104,65,5,40.1,54.2,26.1,Black,Wheat,28-28
56,118,52,25.0,83.2,56.2,Clayey,Tobacco,DAP
35,71,52,42.1,31.3,48.0,Red,Paddy,DAP
83,72,33,36.6,18.1,53.6,Clayey,Pulses,14-35-14
135,57,84,29.3,55.3,40.9,Black,Tobacco,DAP
58,93,45,18.0,65.8,42.4,Red,Barley,28-28
74,57,18,19.4,30.8,29.7,Sandy,Maize,28-28
119,4,188,37.5,20.4,53.0,Loamy,Maize,DAP
108,99,20,43.6,94.9,50.5,Black,Millets,20-20
57,97,78,42.7,56.7,53.3,Loamy,Cotton,Urea
121,97,134,40.6,81.7,52.4,Clayey,Wheat,28-28
18,131,95,20.8,83.5,49.7,Red,Barley,28-28
17,63,137,43.7,18.7,21.7,Sandy,Barley,28-28
98,65,103,21.5,66.9,28.9,Loamy,Tobacco,17-17-17
18,19,149,31.9,87.2,22.1,Loamy,Tobacco,Urea
88,48,58,20.4,21.2,32.3,Clayey,Cotton,Urea
97,117,172,20.8,68.3,54.4,Red,Wheat,28-28
132,59,76,36.5,44.0,50.0,Black,Barley,28-28
23,28,134,28.6,19.1,34.4,Sandy,Pulses,Urea
119,49,183,32.1,58.6,12.0,Black,Wheat,DAP
135,55,83,27.1,67.1,11.1,Loamy,Oil seeds,14-35-14
104,82,202,29.6,41.8,52.5,Black,Maize,10-26-26
16,106,112,16.8,25.0,34.7,Loamy,Paddy,DAP
52,49,166,15.2,55.5,36.0,Clayey,Oil seeds,14-35-14
73,9,203,30.8,86.7,14.3,Clayey,Maize,DAP
110,8,5,16.9,47.3,42.4,Black,Barley,DAP
58,47,147,40.0,15.8,24.9,Black,Oil seeds,14-35-14
72,35,74,22.0,94.3,23.7,Loamy,Pulses,14-35-14
44,26,21,31.2,53.4,22.1,Loamy,Cotton,DAP
15,112,56,19.6,62.2,18.4,Clayey,Wheat,28-28
45,99,25,42.5,91.1,59.2,Sandy,Tobacco,20-20
74,21,197,20.3,32.9,25.7,Sandy,Cotton,DAP
134,102,40,45.0,47.0,22.4,Red,Paddy,Urea
129,144,121,35.9,41.6,50.1,Red,Pulses,14-35-14
13,99,101,43.1,70.8,10.4,Sandy,Barley,28-28
106,33,161,38.7,40.6,57.4,Red,Maize,DAP
6,87,181,24.3,20.9,45.4,Sandy,Millets,Urea
51,139,10,42.7,57.9,24.6,Black,Cotton,20-20
25,141,175,19.3,59.8,40.5,Clayey,Maize,10-26-26
139,101,46,15.3,16.7,12.8,Loamy,Pulses,14-35-14
85,67,156,20.9,79.8,48.5,Red,Millets,20-20
20,136,201,29.1,75.8,20.7,Loamy,Wheat,28-28
95,16,27,29.7,14.8,14.6,Loamy,Maize,DAP
80,17,34,42.7,71.4,54.9,Loamy,Tobacco,DAP
104,90,157,27.9,68.7,37.4,Sandy,Paddy,10-26-26
105,61,110,18.1,87.8,14.2,Sandy,Wheat,28-28
122,32,107,17.0,15.9,31.8,Loamy,Paddy,DAP
128,67,134,19.0,69.2,50.2,Red,Maize,10-26-26
107,78,2,39.0,20.3,47.0,Sandy,Wheat,28-28
20,40,119,24.6,72.2,34.6,Loamy,Ground Nuts,14-35-14
94,64,40,25.5,91.0,26.5,Sandy,Paddy,17-17-17
100,139,205,42.7,56.3,56.4,Black,Oil seeds,14-35-14
49,56,2,39.5,38.8,59.1,Black,Wheat,28-28
85,129,110,30.9,83.0,38.8,Black,Millets,20-20
14,20,77,36.2,59.4,26.3,Red,Cotton,Urea
72,8,50,32.4,51.6,37.0,Sandy,Tobacco,DAP
53,118,197,30.0,28.4,44.1,Loamy,Oil seeds,14-35-14
